Id;pais;provincia_departamento;ciudad;property_type;operation_type;rooms;bedrooms;bathrooms;surface_total;currency;price
14645;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;27;USD;60000
14646;Argentina;Capital Federal;Almagro;Departamento;Venta;4;3;1;106;USD;214000
14647;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;1;1;1;38;USD;98000
14648;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;1;1;1;45;USD;289000
14649;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;48;USD;79000
14650;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;3;2;2;59;USD;165000
14651;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;151;USD;302780
14652;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;40;USD;60000
14653;Argentina;Capital Federal;Paternal;Departamento;Venta;2;1;1;42;USD;100000
14654;Argentina;Cordoba;Rio Cuarto;Departamento;Venta;2;2;1;60;USD;60000
14655;Argentina;Cordoba;Cordoba;Departamento;Venta;2;1;1;30;USD;42000
14656;Argentina;Capital Federal;Villa Luro;Departamento;Venta;3;2;1;80;USD;155000
14657;Argentina;Santa Fe;Santa Fe;Departamento;Venta;3;2;1;68;USD;85000
14658;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;62;USD;35783
14659;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;36;USD;68900
14660;Argentina;Capital Federal;Balvanera;Departamento;Venta;3;1;1;55;USD;139000
14661;Colombia;Quindio;Armenia;Apartamento;Venta;2;2;2;45;USD;25048
14662;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;1;43;USD;60556
14663;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;128;USD;178915
14664;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;56;USD;118000
14665;Argentina;Capital Federal;Balvanera;Departamento;Venta;3;2;2;88;USD;149000
14666;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;2;102;USD;181103
14667;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;41;USD;97000
14668;Argentina;Neuquen;Neuquen;Departamento;Venta;4;2;1;57;USD;140000
14669;Argentina;Bs.As. G.B.A. Zona Norte;Escobar;Departamento;Venta;2;2;1;56;USD;95000
14670;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;64;USD;61932
14671;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;73;USD;67944
14672;Argentina;Capital Federal;Liniers;Departamento;Venta;3;2;1;65;USD;115000
14673;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;38;USD;60000
14674;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;41;USD;130000
14675;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;3;98;USD;82026
14676;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;40;USD;72000
14677;Argentina;Capital Federal;Balvanera;Departamento;Venta;3;2;1;60;USD;109500
14678;Argentina;Capital Federal;Belgrano;Departamento;Venta;5;4;2;206;USD;1100000
14679;Argentina;Capital Federal;Almagro;Departamento;Venta;4;3;2;84;USD;189000
14680;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;4;3;1;70;USD;93000
14681;Argentina;Bs.As. G.B.A. Zona Sur;Quilmes;Departamento;Venta;2;1;1;46;USD;79000
14682;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;70;USD;111478
14683;Argentina;Capital Federal;Belgrano;Departamento;Venta;5;3;2;100;USD;280000
14684;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;89;USD;195000
14685;Argentina;Capital Federal;Paternal;Departamento;Venta;3;2;1;56;USD;148000
14686;Argentina;Capital Federal;Caballito;Departamento;Venta;2;1;1;38;USD;99000
14687;Argentina;Capital Federal;Once;Departamento;Venta;2;1;1;28;USD;66000
14688;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;67;USD;141204
14689;Argentina;Capital Federal;Villa del Parque;Departamento;Venta;2;1;1;47;USD;99000
14690;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;45;USD;82900
14691;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;67;USD;60556
14692;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;37;USD;132093
14693;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;55;USD;139000
14694;Argentina;Bs.As. G.B.A. Zona Norte;San Fernando;Departamento;Venta;3;2;1;106;USD;190000
14695;Argentina;Capital Federal;Tribunales;Departamento;Venta;2;1;1;58;USD;140661
14696;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;37;USD;89500
14697;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;4;3;3;120;USD;420000
14698;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;3;3;171;USD;1250000
14699;Argentina;Capital Federal;Retiro;Departamento;Venta;3;2;1;45;USD;128000
14700;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;51;USD;135000
14701;Argentina;Bs.As. G.B.A. Zona Sur;Ezeiza;Departamento;Venta;4;3;1;150;USD;140000
14702;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;68;USD;85879
14703;Argentina;Bs.As. G.B.A. Zona Sur;Quilmes;Departamento;Venta;2;1;1;46;USD;79000
14704;Argentina;Capital Federal;Belgrano;Departamento;Venta;3;2;1;53;USD;148000
14705;Argentina;Capital Federal;San Nicolas;Departamento;Venta;4;3;1;61;USD;135000
14706;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;55;USD;34957
14707;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;60;USD;53675
14708;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;1;1;1;23;USD;75000
14709;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;112;USD;233966
14710;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;3;2;1;56;USD;199000
14711;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;79;USD;88081
14712;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;185;USD;302780
14713;Argentina;Capital Federal;Recoleta;Departamento;Venta;6;3;3;257;USD;950000
14714;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;31;USD;65000
14715;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;66;USD;98541
14716;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;1;32;USD;38536
14717;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;4;3;3;170;USD;500000
14718;Argentina;Capital Federal;Almagro;Departamento;Venta;5;4;1;95;USD;178000
14719;Argentina;Bs.As. G.B.A. Zona Oeste;La Matanza;Departamento;Venta;3;1;2;87;USD;130000
14720;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;5;134;USD;240848
14721;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;50;USD;275000
14722;Colombia;Antioquia;Envigado;Apartamento;Venta;3;3;2;80;USD;97715
14723;Argentina;Capital Federal;Recoleta;Departamento;Venta;5;3;2;120;USD;348000
14724;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;39;USD;55000
14725;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;54;USD;39912
14726;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;2;52;USD;220000
14727;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;67;USD;82576
14728;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;2;69;USD;215000
14729;Argentina;Capital Federal;Belgrano;Departamento;Venta;5;4;3;210;USD;745000
14730;Colombia;Magdalena;Santa Marta;Apartamento;Venta;3;3;2;97;USD;77897
14731;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;99;USD;240000
14732;Argentina;Capital Federal;Recoleta;Departamento;Venta;4;3;3;331;USD;1600000
14733;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;3;2;2;50;USD;89000
14734;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;61;USD;109000
14735;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;3;2;130;USD;347800
14736;Argentina;Capital Federal;Flores;Departamento;Venta;3;2;1;61;USD;85000
14737;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;38;USD;88500
14738;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;2;80;USD;230000
14739;Argentina;Capital Federal;San Nicolas;Departamento;Venta;3;2;1;93;USD;148500
14740;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;32;USD;65000
14741;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;97;USD;173410
14742;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;68;USD;134875
14743;Argentina;Cordoba;Cordoba;Departamento;Venta;3;1;1;50;USD;96000
14744;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;2;54;USD;131955
14745;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;3;2;3;184;USD;1090000
14746;Argentina;Bs.As. G.B.A. Zona Sur;Quilmes;Departamento;Venta;2;1;1;49;USD;165000
14747;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;2;48;USD;43490
14748;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;74;USD;64685
14749;Colombia;Atlantico;Barranquilla;Apartamento;Venta;4;4;3;176;USD;101844
14750;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;3;2;1;51;USD;96000
14751;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;35;USD;59900
14752;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;3;203;USD;110102
14753;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;1;67;USD;220000
14754;Argentina;Bs.As. G.B.A. Zona Sur;Berazategui;Departamento;Venta;2;1;2;90;USD;260000
14755;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;3;2;1;75;USD;140000
14756;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;35;USD;64000
14757;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;2;60;USD;210000
14758;Colombia;Antioquia;Bello;Apartamento;Venta;3;3;2;53;USD;42664
14759;Argentina;Santa Fe;Santa Fe;Departamento;Venta;2;1;1;48;USD;105000
14760;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;42;USD;68000
14761;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;27;USD;62900
14762;Colombia;Antioquia;Rionegro;Apartamento;Venta;2;2;2;68;USD;86705
14763;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;2;1;1;32;USD;68000
14764;Colombia;Cundinamarca;Chia;Apartamento;Venta;3;3;3;90;USD;94955
14765;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;1;43;USD;42389
14766;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;82;USD;84778
14767;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;38;USD;84500
14768;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;59;USD;100000
14769;Argentina;Capital Federal;Recoleta;Departamento;Venta;5;3;3;194;USD;670000
14770;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;3;1;1;47;USD;66000
14771;Argentina;Capital Federal;Recoleta;Departamento;Venta;6;4;2;168;USD;500000
14772;Argentina;Mendoza;Mendoza;Departamento;Venta;5;2;1;52;USD;63000
14773;Argentina;Cordoba;Cordoba;Departamento;Venta;3;1;1;42;USD;32000
14774;Argentina;Capital Federal;Paternal;Departamento;Venta;2;1;1;33;USD;69500
14775;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;115;USD;104597
14776;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;1;55;USD;37159
14777;Colombia;Antioquia;Sabaneta;Apartamento;Venta;2;2;2;67;USD;77071
14778;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;26;USD;53500
14779;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;83;USD;81200
14780;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;35;USD;55000
14781;Argentina;Capital Federal;Palermo;Departamento;Venta;3;2;1;81;USD;420784
14782;Colombia;Antioquia;Medellin;Apartamento;Venta;1;1;1;28;USD;70465
14783;Argentina;Capital Federal;Nunez;Departamento;Venta;4;2;1;109;USD;330000
14784;Argentina;Capital Federal;Palermo;Departamento;Venta;5;3;2;211;USD;1290000
14785;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;35;USD;64000
14786;Argentina;Capital Federal;Palermo;Departamento;Venta;1;1;1;35;USD;115000
14787;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;5;4;2;130;USD;240000
14788;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;3;2;1;70;USD;155000
14789;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;3;2;4;212;USD;1189997
14790;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;45;USD;72000
14791;Colombia;Cundinamarca;Chia;Apartamento;Venta;3;3;3;109;USD;130471
14792;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;1;68;USD;172000
14793;Argentina;Capital Federal;Caballito;Departamento;Venta;4;3;1;94;USD;209000
14794;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;1;1;1;47;USD;69000
14795;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;98;USD;103220
14796;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;91;USD;79824
14797;Argentina;Capital Federal;Balvanera;Departamento;Venta;3;2;1;68;USD;154000
14798;Argentina;Capital Federal;Recoleta;Departamento;Venta;3;2;1;65;USD;174000
14799;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;3;2;3;127;USD;736600
14800;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;61;USD;66061
14801;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;247;USD;550509
14802;Argentina;Bs.As. G.B.A. Zona Sur;Lomas de Zamora;Departamento;Venta;2;1;1;50;USD;120000
14803;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;2;100;USD;60556
14804;Argentina;Capital Federal;Villa Luro;Departamento;Venta;2;1;1;45;USD;115000
14805;Argentina;Neuquen;Neuquen;Departamento;Venta;9;3;3;240;USD;480000
14806;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;47;USD;92900
14807;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;70;USD;112854
14808;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;108;USD;134875
14809;Argentina;Capital Federal;Floresta;Departamento;Venta;2;1;1;35;USD;82000
14810;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;50;USD;72000
14811;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;1;1;1;54;USD;140000
14812;Argentina;Capital Federal;Palermo;Departamento;Venta;5;4;5;335;USD;2690000
14813;Argentina;Capital Federal;Versalles;Departamento;Venta;2;1;1;43;USD;80000
14814;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;48;USD;60000
14815;Colombia;Antioquia;El Carmen de Viboral;Apartamento;Venta;2;2;1;38;USD;27525
14816;Argentina;Bs.As. G.B.A. Zona Sur;Lomas de Zamora;Departamento;Venta;3;2;1;45;USD;49500
14817;Argentina;Bs.As. G.B.A. Zona Sur;Avellaneda;Departamento;Venta;3;2;1;56;USD;99000
14818;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;42;USD;100000
14819;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;3;204;USD;330306
14820;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;2;79;USD;240000
14821;Argentina;Capital Federal;Almagro;Departamento;Venta;2;1;1;40;USD;95000
14822;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;104;USD;150014
14823;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;50;USD;130000
14824;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;4;3;4;212;USD;1299999
14825;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;47;USD;230000
14826;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;53;USD;145000
14827;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;1;58;USD;38536
14828;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;62;USD;186000
14829;Argentina;Bs.As. G.B.A. Zona Norte;Escobar;Departamento;Venta;3;2;2;107;USD;326619
14830;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;1;38;USD;59602
14831;Argentina;Bs.As. G.B.A. Zona Norte;Vicente Lopez;Departamento;Venta;2;1;1;46;USD;140000
14832;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;60;USD;119000
14833;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;1;56;USD;87000
14834;Argentina;Cordoba;Cordoba;Departamento;Venta;3;1;1;38;USD;45000
14835;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;41;USD;54000
14836;Argentina;Capital Federal;Boca;Departamento;Venta;1;1;1;31;USD;44000
14837;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;1;54;USD;136500
14838;Argentina;Cordoba;Cordoba;Departamento;Venta;3;1;1;45;USD;70000
14839;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;65;USD;71566
14840;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;133;USD;178915
14841;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;2;62;USD;209905
14842;Argentina;Buenos Aires Costa Atlantica;Villa Gesell;Departamento;Venta;2;1;1;30;USD;41000
14843;Argentina;Capital Federal;Villa Ortuzar;Departamento;Venta;2;1;1;40;USD;109900
14844;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;100;USD;167905
14845;Argentina;Santa Fe;Santa Fe;Departamento;Venta;3;2;1;70;USD;82000
14846;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;88;USD;96064
14847;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;3;2;1;87;USD;285000
14848;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;2;102;USD;132122
14849;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Departamento;Venta;4;2;1;86;USD;88000
14850;Argentina;Cordoba;Punilla;Departamento;Venta;2;2;1;54;USD;100000
14851;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;3;2;2;57;USD;210000
14852;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;47000
14853;Argentina;Capital Federal;Monte Castro;Departamento;Venta;4;3;1;92;USD;170000
14854;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;1;1;2;57;USD;79824
14855;Argentina;Capital Federal;Parque Patricios;Departamento;Venta;1;1;1;30;USD;70000
14856;Argentina;Capital Federal;Congreso;Departamento;Venta;2;1;1;42;USD;97000
14857;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;51;USD;120000
14858;Colombia;Risaralda;Pereira;Apartamento;Venta;3;3;2;71;USD;37159
14859;Argentina;Capital Federal;Almagro;Departamento;Venta;3;2;2;78;USD;160000
14860;Argentina;Santa Fe;Rosario;Departamento;Venta;3;2;1;71;USD;145000
14861;Argentina;Capital Federal;Belgrano;Departamento;Venta;4;5;3;137;USD;410000
14862;Argentina;Capital Federal;Belgrano;Departamento;Venta;3;2;1;40;USD;133000
14863;Argentina;Capital Federal;Belgrano;Departamento;Venta;2;1;1;29;USD;109000
14864;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;2;1;1;36;USD;87000
14865;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;32;USD;1900000
14866;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;214;USD;300028
14867;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;70;USD;42664
14868;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;38;USD;120000
14869;Argentina;Bs.As. G.B.A. Zona Oeste;Moran;Departamento;Venta;2;1;1;44;USD;69000
14870;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;48;USD;149000
14871;Colombia;Valle del Cauca;Jamunda;Apartamento;Venta;3;3;2;60;USD;46793
14872;Argentina;Santa Fe;Rosario;Departamento;Venta;2;1;1;34;USD;49500
14873;Argentina;Capital Federal;Barrio Norte;Departamento;Venta;3;2;1;84;USD;225000
14874;Argentina;Capital Federal;Villa Crespo;Departamento;Venta;3;2;1;54;USD;112000
14875;Argentina;Capital Federal;Palermo;Departamento;Venta;6;3;2;229;USD;1200000
14876;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;3;2;2;180;USD;870000
14877;Argentina;Rio Negro;San Carlos de Bariloche;Departamento;Venta;2;2;2;40;USD;74000
14878;Argentina;Cordoba;Punilla;Departamento;Venta;2;1;1;32;USD;62000
14879;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;2;1;1;54;USD;63500
14880;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;3;95;USD;66061
14881;Colombia;Atlantico;Barranquilla;Apartamento;Venta;1;1;1;41;USD;43490
14882;Argentina;Capital Federal;Balvanera;Departamento;Venta;6;5;3;143;USD;245000
14883;Argentina;Capital Federal;Villa General Mitre;Departamento;Venta;2;1;1;37;USD;83000
14884;Argentina;Buenos Aires Interior;Bahia Blanca;Departamento;Venta;2;1;1;38;USD;53000
14885;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;83;USD;145885
14886;Colombia;Cundinamarca;Soacha;Apartamento;Venta;3;3;2;64;USD;33031
14887;Argentina;Neuquen;Neuquen;Departamento;Venta;2;1;1;37;USD;85000
14888;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;4;153;USD;178915
14889;Argentina;Santa Fe;Rosario;Departamento;Venta;2;2;2;90;USD;284000
14890;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;106;USD;198183
14891;Argentina;Capital Federal;Balvanera;Departamento;Venta;1;1;1;31;USD;79900
14892;Argentina;Capital Federal;Recoleta;Departamento;Venta;5;4;3;200;USD;720000
14893;Argentina;Santa Fe;Rosario;Departamento;Venta;1;1;1;52;USD;79000
14894;Colombia;Antioquia;Medellin;Apartamento;Venta;2;2;3;147;USD;355904
14895;Argentina;Buenos Aires Costa Atlantica;Santa Teresita;Departamento;Venta;3;2;1;51;USD;62400
14896;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;150;USD;305533
14897;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;Departamento;Venta;2;1;1;57;USD;89000
14898;Argentina;Capital Federal;Caballito;Departamento;Venta;4;3;1;89;USD;250000
14899;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;4;144;USD;145885
14900;Argentina;Capital Federal;Centro / Microcentro;Departamento;Venta;2;1;1;44;USD;118000
14901;Argentina;Cordoba;Rio Cuarto;Departamento;Venta;5;2;1;57;USD;45000
14902;Argentina;Cordoba;Cordoba;Departamento;Venta;1;1;1;40;USD;69000
14903;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;74;USD;57253
14904;Argentina;Capital Federal;Once;Departamento;Venta;3;2;1;94;USD;175000
14905;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;39;USD;62000
14906;Argentina;Capital Federal;Villa Urquiza;Departamento;Venta;3;2;2;80;USD;329000
14907;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;42;USD;69900
14908;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;28;USD;62900
14909;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;2;176;USD;225709
14910;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;50;USD;75000
14911;Argentina;Capital Federal;Recoleta;Departamento;Venta;2;1;1;27;USD;99000
14912;Argentina;Capital Federal;Retiro;Departamento;Venta;2;1;1;44;USD;127000
14913;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;2;1;1;34;USD;68500
14914;Colombia;Valle del Cauca;Cali;Apartamento;Venta;2;2;2;65;USD;57253
14915;Argentina;Bs.As. G.B.A. Zona Norte;San Fernando;Departamento;Venta;2;1;1;45;USD;135000
14916;Argentina;Bs.As. G.B.A. Zona Oeste;Tres de Febrero;Departamento;Venta;1;1;1;35;USD;66500
14917;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;1;1;1;20;USD;31500
14918;Colombia;Atlantico;Barranquilla;Apartamento;Venta;2;2;1;70;USD;44041
14919;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;36;USD;120000
14920;Colombia;Cundinamarca;Zipaquira;Apartamento;Venta;3;3;2;72;USD;46133
14921;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;1;66;USD;27525
14922;Argentina;Capital Federal;Puerto Madero;Departamento;Venta;4;2;2;220;USD;1680000
14923;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;3;3;3;300;USD;1475365
14924;Colombia;Valle del Cauca;Cali;Apartamento;Venta;3;3;2;85;USD;79824
14925;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;3;2;2;70;USD;159000
14926;Argentina;Capital Federal;Palermo;Departamento;Venta;2;1;1;42;USD;130000
14927;Argentina;Capital Federal;Flores;Departamento;Venta;2;1;1;56;USD;119000
14928;Argentina;Rio Negro;San Carlos de Bariloche;Departamento;Venta;3;1;1;60;USD;122000
14929;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;3;113;USD;137627
14930;Argentina;Buenos Aires Costa Atlantica;Mar del Plata;Departamento;Venta;6;3;2;125;USD;250000
14931;Colombia;Atlantico;Barranquilla;Apartamento;Venta;3;3;3;158;USD;107349
14932;Colombia;Antioquia;Medellin;Apartamento;Venta;3;3;2;81;USD;97991
14933;Argentina;Capital Federal;Belgrano;Departamento;Venta;3;2;1;63;USD;149000
14934;Colombia;Risaralda;Pereira;Apartamento;Venta;2;2;2;80;USD;85329
14935;Argentina;Capital Federal;Retiro;Departamento;Venta;4;3;2;129;USD;390000
14936;Argentina;Capital Federal;Flores;Departamento;Venta;3;2;1;50;USD;84900
14937;Colombia;Cundinamarca;Bogota D.C;Apartamento;Venta;2;2;2;80;USD;136185
14938;Argentina;Bs.As. G.B.A. Zona Norte;San Miguel;Departamento;Venta;3;2;2;48;USD;60000
14939;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;Departamento;Venta;2;1;1;53;USD;130000
